2000m SC,3000m,3000m SC,2 Miles,5000m,10000m,Points
8:50.07,12:14.15,14:24.64,13:10.88,21:14.20,45:05.99,551
8:50.39,12:14.57,14:25.23,13:11.34,21:14.95,45:07.62,550
8:50.71,12:14.99,14:25.82,13:11.80,21:15.70,45:09.25,549
8:51.03,12:15.42,14:26.40,13:12.25,21:16.46,45:10.88,548
8:51.35,12:15.84,14:26.99,13:12.71,21:17.21,45:12.51,547
8:51.67,12:16.27,14:27.58,13:13.18,21:17.96,45:14.15,546
8:51.98,12:16.69,14:28.17,13:13.64,21:18.71,45:15.78,545
8:52.30,12:17.12,14:28.76,13:14.10,21:19.47,45:17.42,544
8:52.62,12:17.54,14:29.35,13:14.56,21:20.22,45:19.06,543
8:52.94,12:17.97,14:29.94,13:15.02,21:20.98,45:20.70,542
8:53.26,12:18.39,14:30.53,13:15.48,21:21.73,45:22.34,541
8:53.58,12:18.82,14:31.12,13:15.95,21:22.49,45:23.99,540
8:53.91,12:19.25,14:31.71,13:16.41,21:23.25,45:25.63,539
8:54.23,12:19.68,14:32.30,13:16.87,21:24.00,45:27.28,538
8:54.55,12:20.10,14:32.90,13:17.34,21:24.76,45:28.93,537
8:54.87,12:20.53,14:33.49,13:17.80,21:25.52,45:30.58,536
8:55.19,12:20.96,14:34.08,13:18.27,21:26.28,45:32.23,535
8:55.51,12:21.39,14:34.68,13:18.73,21:27.04,45:33.88,534
8:55.84,12:21.82,14:35.27,13:19.20,21:27.80,45:35.54,533
8:56.16,12:22.25,14:35.87,13:19.67,21:28.57,45:37.19,532
8:56.48,12:22.68,14:36.46,13:20.13,21:29.33,45:38.85,531
8:56.81,12:23.11,14:37.06,13:20.60,21:30.09,45:40.51,530
8:57.13,12:23.54,14:37.66,13:21.07,21:30.86,45:42.17,529
8:57.46,12:23.97,14:38.26,13:21.54,21:31.62,45:43.83,528
8:57.78,12:24.41,14:38.86,13:22.01,21:32.39,45:45.49,527
8:58.10,12:24.84,14:39.45,13:22.48,21:33.16,45:47.16,526
8:58.43,12:25.27,14:40.05,13:22.95,21:33.92,45:48.83,525
8:58.76,12:25.70,14:40.65,13:23.42,21:34.69,45:50.50,524
8:59.08,12:26.14,14:41.26,13:23.89,21:35.46,45:52.17,523
8:59.41,12:26.57,14:41.86,13:24.36,21:36.23,45:53.84,522
8:59.73,12:27.01,14:42.46,13:24.83,21:37.00,45:55.51,521
9:00.06,12:27.44,14:43.06,13:25.30,21:37.77,45:57.19,520
9:00.39,12:27.88,14:43.66,13:25.77,21:38.54,45:58.86,519
9:00.71,12:28.31,14:44.27,13:26.25,21:39.31,46:00.54,518
9:01.04,12:28.75,14:44.87,13:26.72,21:40.09,46:02.22,517
9:01.37,12:29.19,14:45.48,13:27.19,21:40.86,46:03.90,516
9:01.70,12:29.62,14:46.08,13:27.67,21:41.64,46:05.59,515
9:02.03,12:30.06,14:46.69,13:28.14,21:42.41,46:07.27,514
9:02.36,12:30.50,14:47.30,13:28.62,21:43.19,46:08.96,513
9:02.69,12:30.94,14:47.90,13:29.09,21:43.97,46:10.64,512
9:03.01,12:31.37,14:48.51,13:29.57,21:44.74,46:12.33,511
9:03.34,12:31.81,14:49.12,13:30.04,21:45.52,46:14.03,510
9:03.68,12:32.25,14:49.73,13:30.52,21:46.30,46:15.72,509
9:04.01,12:32.69,14:50.34,13:31.00,21:47.08,46:17.41,508
9:04.34,12:33.13,14:50.95,13:31.48,21:47.86,46:19.11,507
9:04.67,12:33.57,14:51.56,13:31.96,21:48.64,46:20.81,506
9:05.00,12:34.02,14:52.17,13:32.43,21:49.43,46:22.51,505
9:05.33,12:34.46,14:52.78,13:32.91,21:50.21,46:24.21,504
9:05.66,12:34.90,14:53.39,13:33.39,21:50.99,46:25.91,503
9:06.00,12:35.34,14:54.01,13:33.87,21:51.78,46:27.62,502
9:06.33,12:35.79,14:54.62,13:34.35,21:52.56,46:29.32,501
9:06.66,12:36.23,14:55.24,13:34.84,21:53.35,46:31.03,500
9:07.00,12:36.67,14:55.85,13:35.32,21:54.14,46:32.74,499
9:07.33,12:37.12,14:56.47,13:35.80,21:54.92,46:34.45,498
9:07.66,12:37.56,14:57.08,13:36.28,21:55.71,46:36.16,497
9:08.00,12:38.01,14:57.70,13:36.77,21:56.50,46:37.88,496
9:08.33,12:38.45,14:58.32,13:37.25,21:57.29,46:39.60,495
9:08.67,12:38.90,14:58.94,13:37.73,21:58.08,46:41.31,494
9:09.00,12:39.35,14:59.55,13:38.22,21:58.87,46:43.04,493
9:09.34,12:39.79,15:00.17,13:38.70,21:59.67,46:44.76,492
9:09.68,12:40.24,15:00.79,13:39.19,22:00.46,46:46.48,491
9:10.01,12:40.69,15:01.41,13:39.67,22:01.26,46:48.21,490
9:10.35,12:41.14,15:02.04,13:40.16,22:02.05,46:49.93,489
9:10.69,12:41.59,15:02.66,13:40.65,22:02.85,46:51.66,488
9:11.02,12:42.04,15:03.28,13:41.14,22:03.64,46:53.39,487
9:11.36,12:42.49,15:03.90,13:41.62,22:04.44,46:55.13,486
9:11.70,12:42.94,15:04.53,13:42.11,22:05.24,46:56.86,485
9:12.04,12:43.39,15:05.15,13:42.60,22:06.04,46:58.60,484
9:12.38,12:43.84,15:05.78,13:43.09,22:06.84,47:00.33,483
9:12.72,12:44.29,15:06.40,13:43.58,22:07.64,47:02.07,482
9:13.06,12:44.74,15:07.03,13:44.07,22:08.44,47:03.81,481
9:13.40,12:45.20,15:07.66,13:44.56,22:09.24,47:05.56,480
9:13.74,12:45.65,15:08.28,13:45.05,22:10.05,47:07.30,479
9:14.08,12:46.10,15:08.91,13:45.55,22:10.85,47:09.05,478
9:14.42,12:46.56,15:09.54,13:46.04,22:11.65,47:10.80,477
9:14.76,12:47.01,15:10.17,13:46.53,22:12.46,47:12.55,476
9:15.10,12:47.47,15:10.80,13:47.03,22:13.27,47:14.30,475
9:15.44,12:47.92,15:11.43,13:47.52,22:14.07,47:16.06,474
9:15.79,12:48.38,15:12.06,13:48.02,22:14.88,47:17.81,473
9:16.13,12:48.83,15:12.70,13:48.51,22:15.69,47:19.57,472
9:16.47,12:49.29,15:13.33,13:49.01,22:16.50,47:21.33,471
9:16.82,12:49.75,15:13.96,13:49.50,22:17.31,47:23.09,470
9:17.16,12:50.21,15:14.60,13:50.00,22:18.13,47:24.86,469
9:17.50,12:50.66,15:15.23,13:50.50,22:18.94,47:26.62,468
9:17.85,12:51.12,15:15.87,13:50.99,22:19.75,47:28.39,467
9:18.19,12:51.58,15:16.51,13:51.49,22:20.57,47:30.16,466
9:18.54,12:52.04,15:17.14,13:51.99,22:21.38,47:31.93,465
9:18.89,12:52.50,15:17.78,13:52.49,22:22.20,47:33.70,464
9:19.23,12:52.96,15:18.42,13:52.99,22:23.01,47:35.48,463
9:19.58,12:53.43,15:19.06,13:53.49,22:23.83,47:37.25,462
9:19.93,12:53.89,15:19.70,13:53.99,22:24.65,47:39.03,461
9:20.27,12:54.35,15:20.34,13:54.50,22:25.47,47:40.81,460
9:20.62,12:54.81,15:20.98,13:55.00,22:26.29,47:42.60,459
9:20.97,12:55.28,15:21.62,13:55.50,22:27.11,47:44.38,458
9:21.32,12:55.74,15:22.26,13:56.00,22:27.94,47:46.17,457
9:21.67,12:56.20,15:22.91,13:56.51,22:28.76,47:47.96,456
9:22.02,12:56.67,15:23.55,13:57.01,22:29.58,47:49.75,455
9:22.36,12:57.14,15:24.20,13:57.52,22:30.41,47:51.54,454
9:22.71,12:57.60,15:24.84,13:58.02,22:31.23,47:53.33,453
9:23.07,12:58.07,15:25.49,13:58.53,22:32.06,47:55.13,452
9:23.42,12:58.53,15:26.14,13:59.04,22:32.89,47:56.93,451
9:23.77,12:59.00,15:26.78,13:59.54,22:33.72,47:58.73,450
9:24.12,12:59.47,15:27.43,14:00.05,22:34.55,48:00.53,449
9:24.47,12:59.94,15:28.08,14:00.56,22:35.38,48:02.34,448
9:24.82,13:00.41,15:28.73,14:01.07,22:36.21,48:04.14,447
9:25.18,13:00.88,15:29.38,14:01.58,22:37.04,48:05.95,446
9:25.53,13:01.35,15:30.03,14:02.09,22:37.87,48:07.76,445
9:25.88,13:01.82,15:30.68,14:02.60,22:38.71,48:09.57,444
9:26.24,13:02.29,15:31.34,14:03.11,22:39.54,48:11.39,443
9:26.59,13:02.76,15:31.99,14:03.62,22:40.38,48:13.20,442
9:26.95,13:03.23,15:32.64,14:04.13,22:41.22,48:15.02,441
9:27.30,13:03.71,15:33.30,14:04.65,22:42.06,48:16.84,440
9:27.66,13:04.18,15:33.96,14:05.16,22:42.89,48:18.67,439
9:28.01,13:04.65,15:34.61,14:05.67,22:43.73,48:20.49,438
9:28.37,13:05.13,15:35.27,14:06.19,22:44.58,48:22.32,437
9:28.73,13:05.60,15:35.93,14:06.70,22:45.42,48:24.15,436
9:29.08,13:06.08,15:36.59,14:07.22,22:46.26,48:25.98,435
9:29.44,13:06.55,15:37.25,14:07.74,22:47.10,48:27.81,434
9:29.80,13:07.03,15:37.91,14:08.25,22:47.95,48:29.65,433
9:30.16,13:07.51,15:38.57,14:08.77,22:48.79,48:31.48,432
9:30.52,13:07.99,15:39.23,14:09.29,22:49.64,48:33.32,431
9:30.87,13:08.46,15:39.89,14:09.81,22:50.49,48:35.17,430
9:31.23,13:08.94,15:40.55,14:10.33,22:51.34,48:37.01,429
9:31.59,13:09.42,15:41.22,14:10.85,22:52.19,48:38.86,428
9:31.95,13:09.90,15:41.88,14:11.37,22:53.04,48:40.70,427
9:32.32,13:10.38,15:42.55,14:11.89,22:53.89,48:42.55,426
9:32.68,13:10.86,15:43.21,14:12.41,22:54.74,48:44.41,425
9:33.04,13:11.34,15:43.88,14:12.93,22:55.60,48:46.26,424
9:33.40,13:11.83,15:44.55,14:13.46,22:56.45,48:48.12,423
9:33.76,13:12.31,15:45.22,14:13.98,22:57.31,48:49.98,422
9:34.13,13:12.79,15:45.89,14:14.50,22:58.16,48:51.84,421
9:34.49,13:13.28,15:46.56,14:15.03,22:59.02,48:53.70,420
9:34.85,13:13.76,15:47.23,14:15.56,22:59.88,48:55.57,419
9:35.22,13:14.25,15:47.90,14:16.08,23:00.74,48:57.44,418
9:35.58,13:14.73,15:48.57,14:16.61,23:01.60,48:59.31,417
9:35.95,13:15.22,15:49.25,14:17.14,23:02.46,49:01.18,416
9:36.31,13:15.71,15:49.92,14:17.66,23:03.33,49:03.05,415
9:36.68,13:16.19,15:50.60,14:18.19,23:04.19,49:04.93,414
9:37.05,13:16.68,15:51.27,14:18.72,23:05.06,49:06.81,413
9:37.41,13:17.17,15:51.95,14:19.25,23:05.92,49:08.69,412
9:37.78,13:17.66,15:52.63,14:19.78,23:06.79,49:10.58,411
9:38.15,13:18.15,15:53.31,14:20.31,23:07.66,49:12.46,410
9:38.52,13:18.64,15:53.99,14:20.85,23:08.53,49:14.35,409
9:38.89,13:19.13,15:54.67,14:21.38,23:09.40,49:16.24,408
9:39.26,13:19.62,15:55.35,14:21.91,23:10.27,49:18.13,407
9:39.62,13:20.11,15:56.03,14:22.45,23:11.14,49:20.03,406
9:40.00,13:20.61,15:56.71,14:22.98,23:12.01,49:21.93,405
9:40.37,13:21.10,15:57.40,14:23.52,23:12.89,49:23.83,404
9:40.74,13:21.59,15:58.08,14:24.05,23:13.76,49:25.73,403
9:41.11,13:22.09,15:58.76,14:24.59,23:14.64,49:27.63,402
9:41.48,13:22.58,15:59.45,14:25.13,23:15.52,49:29.54,401
9:41.85,13:23.08,16:00.14,14:25.66,23:16.40,49:31.45,400
9:42.23,13:23.58,16:00.83,14:26.20,23:17.28,49:33.36,399
9:42.60,13:24.07,16:01.51,14:26.74,23:18.16,49:35.28,398
9:42.97,13:24.57,16:02.20,14:27.28,23:19.04,49:37.19,397
9:43.35,13:25.07,16:02.89,14:27.82,23:19.92,49:39.11,396
9:43.72,13:25.57,16:03.59,14:28.36,23:20.81,49:41.03,395
9:44.10,13:26.07,16:04.28,14:28.91,23:21.69,49:42.96,394
9:44.47,13:26.57,16:04.97,14:29.45,23:22.58,49:44.88,393
9:44.85,13:27.07,16:05.66,14:29.99,23:23.47,49:46.81,392
9:45.23,13:27.57,16:06.36,14:30.54,23:24.36,49:48.74,391
9:45.60,13:28.07,16:07.05,14:31.08,23:25.25,49:50.68,390
9:45.98,13:28.57,16:07.75,14:31.63,23:26.14,49:52.61,389
9:46.36,13:29.08,16:08.45,14:32.17,23:27.03,49:54.55,388
9:46.74,13:29.58,16:09.15,14:32.72,23:27.93,49:56.49,387
9:47.12,13:30.09,16:09.85,14:33.27,23:28.82,49:58.44,386
9:47.50,13:30.59,16:10.55,14:33.82,23:29.72,50:00.38,385
9:47.88,13:31.10,16:11.25,14:34.36,23:30.61,50:02.33,384
9:48.26,13:31.61,16:11.95,14:34.91,23:31.51,50:04.28,383
9:48.64,13:32.11,16:12.65,14:35.47,23:32.41,50:06.24,382
9:49.02,13:32.62,16:13.36,14:36.02,23:33.31,50:08.19,381
9:49.40,13:33.13,16:14.06,14:36.57,23:34.21,50:10.15,380
9:49.78,13:33.64,16:14.77,14:37.12,23:35.12,50:12.12,379
9:50.17,13:34.15,16:15.47,14:37.67,23:36.02,50:14.08,378
9:50.55,13:34.66,16:16.18,14:38.23,23:36.93,50:16.05,377
9:50.94,13:35.17,16:16.89,14:38.78,23:37.83,50:18.02,376
9:51.32,13:35.68,16:17.60,14:39.34,23:38.74,50:19.99,375
9:51.71,13:36.20,16:18.31,14:39.89,23:39.65,50:21.96,374
9:52.09,13:36.71,16:19.02,14:40.45,23:40.56,50:23.94,373
9:52.48,13:37.22,16:19.73,14:41.01,23:41.47,50:25.92,372
9:52.86,13:37.74,16:20.44,14:41.57,23:42.38,50:27.90,371
9:53.25,13:38.25,16:21.16,14:42.13,23:43.30,50:29.89,370
9:53.64,13:38.77,16:21.87,14:42.69,23:44.21,50:31.88,369
9:54.03,13:39.29,16:22.59,14:43.25,23:45.13,50:33.87,368
9:54.42,13:39.80,16:23.31,14:43.81,23:46.05,50:35.86,367
9:54.81,13:40.32,16:24.03,14:44.37,23:46.96,50:37.86,366
9:55.19,13:40.84,16:24.74,14:44.94,23:47.88,50:39.85,365
9:55.59,13:41.36,16:25.46,14:45.50,23:48.81,50:41.86,364
9:55.98,13:41.88,16:26.19,14:46.06,23:49.73,50:43.86,363
9:56.37,13:42.40,16:26.91,14:46.63,23:50.65,50:45.87,362
9:56.76,13:42.92,16:27.63,14:47.20,23:51.58,50:47.88,361
9:57.15,13:43.45,16:28.35,14:47.76,23:52.50,50:49.89,360
9:57.55,13:43.97,16:29.08,14:48.33,23:53.43,50:51.91,359
9:57.94,13:44.49,16:29.81,14:48.90,23:54.36,50:53.92,358
9:58.33,13:45.02,16:30.53,14:49.47,23:55.29,50:55.95,357
9:58.73,13:45.55,16:31.26,14:50.04,23:56.22,50:57.97,356
9:59.12,13:46.07,16:31.99,14:50.61,23:57.16,51:00.00,355
9:59.52,13:46.60,16:32.72,14:51.18,23:58.09,51:02.03,354
9:59.92,13:47.13,16:33.45,14:51.75,23:59.03,51:04.06,353
10:00.31,13:47.65,16:34.18,14:52.33,23:59.96,51:06.09,352
10:00.71,13:48.18,16:34.92,14:52.90,24:00.90,51:08.13,351
10:01.11,13:48.71,16:35.65,14:53.48,24:01.84,51:10.17,350
10:01.51,13:49.24,16:36.39,14:54.05,24:02.78,51:12.22,349
10:01.91,13:49.78,16:37.12,14:54.63,24:03.72,51:14.26,348
10:02.31,13:50.31,16:37.86,14:55.21,24:04.67,51:16.31,347
10:02.71,13:50.84,16:38.60,14:55.79,24:05.61,51:18.37,346
10:03.11,13:51.38,16:39.34,14:56.36,24:06.56,51:20.42,345
10:03.51,13:51.91,16:40.08,14:56.94,24:07.51,51:22.48,344
10:03.91,13:52.45,16:40.82,14:57.53,24:08.45,51:24.54,343
10:04.31,13:52.98,16:41.56,14:58.11,24:09.41,51:26.61,342
10:04.72,13:53.52,16:42.31,14:58.69,24:10.36,51:28.68,341
10:05.12,13:54.06,16:43.05,14:59.27,24:11.31,51:30.75,340
10:05.53,13:54.60,16:43.80,14:59.86,24:12.26,51:32.82,339
10:05.93,13:55.13,16:44.54,15:00.44,24:13.22,51:34.90,338
10:06.34,13:55.67,16:45.29,15:01.03,24:14.18,51:36.98,337
10:06.74,13:56.22,16:46.04,15:01.62,24:15.14,51:39.06,336
10:07.15,13:56.76,16:46.79,15:02.20,24:16.10,51:41.15,335
10:07.56,13:57.30,16:47.54,15:02.79,24:17.06,51:43.24,334
10:07.97,13:57.84,16:48.30,15:03.38,24:18.02,51:45.33,333
10:08.37,13:58.39,16:49.05,15:03.97,24:18.99,51:47.42,332
10:08.78,13:58.93,16:49.81,15:04.56,24:19.95,51:49.52,331
10:09.19,13:59.48,16:50.56,15:05.16,24:20.92,51:51.63,330
10:09.60,14:00.02,16:51.32,15:05.75,24:21.89,51:53.73,329
10:10.02,14:00.57,16:52.08,15:06.34,24:22.86,51:55.84,328
10:10.43,14:01.12,16:52.84,15:06.94,24:23.83,51:57.95,327
10:10.84,14:01.67,16:53.60,15:07.53,24:24.81,52:00.07,326
10:11.25,14:02.22,16:54.36,15:08.13,24:25.78,52:02.18,325
10:11.67,14:02.77,16:55.12,15:08.73,24:26.76,52:04.30,324
10:12.08,14:03.32,16:55.89,15:09.33,24:27.74,52:06.43,323
10:12.50,14:03.87,16:56.65,15:09.93,24:28.71,52:08.56,322
10:12.91,14:04.43,16:57.42,15:10.53,24:29.70,52:10.69,321
10:13.33,14:04.98,16:58.19,15:11.13,24:30.68,52:12.82,320
10:13.75,14:05.54,16:58.96,15:11.73,24:31.66,52:14.96,319
10:14.16,14:06.09,16:59.73,15:12.33,24:32.65,52:17.10,318
10:14.58,14:06.65,17:00.50,15:12.94,24:33.64,52:19.25,317
10:15.00,14:07.21,17:01.27,15:13.54,24:34.62,52:21.39,316
10:15.42,14:07.77,17:02.04,15:14.15,24:35.61,52:23.55,315
10:15.84,14:08.33,17:02.82,15:14.76,24:36.61,52:25.70,314
10:16.26,14:08.89,17:03.60,15:15.36,24:37.60,52:27.86,313
10:16.68,14:09.45,17:04.37,15:15.97,24:38.59,52:30.02,312
10:17.11,14:10.01,17:05.15,15:16.58,24:39.59,52:32.19,311
10:17.53,14:10.57,17:05.93,15:17.19,24:40.59,52:34.35,310
10:17.95,14:11.14,17:06.71,15:17.81,24:41.59,52:36.53,309
10:18.38,14:11.70,17:07.50,15:18.42,24:42.59,52:38.70,308
10:18.80,14:12.27,17:08.28,15:19.03,24:43.59,52:40.88,307
10:19.23,14:12.84,17:09.07,15:19.65,24:44.60,52:43.06,306
10:19.65,14:13.40,17:09.85,15:20.26,24:45.60,52:45.25,305
10:20.08,14:13.97,17:10.64,15:20.88,24:46.61,52:47.44,304
10:20.51,14:14.54,17:11.43,15:21.50,24:47.62,52:49.63,303
10:20.94,14:15.11,17:12.22,15:22.12,24:48.63,52:51.83,302
10:21.37,14:15.68,17:13.01,15:22.74,24:49.65,52:54.03,301
10:21.80,14:16.26,17:13.80,15:23.36,24:50.66,52:56.24,300
10:22.23,14:16.83,17:14.60,15:23.98,24:51.68,52:58.44,299
10:22.66,14:17.40,17:15.39,15:24.60,24:52.70,53:00.66,298
10:23.09,14:17.98,17:16.19,15:25.23,24:53.72,53:02.87,297
10:23.52,14:18.55,17:16.99,15:25.85,24:54.74,53:05.09,296
10:23.96,14:19.13,17:17.79,15:26.48,24:55.76,53:07.31,295
10:24.39,14:19.71,17:18.59,15:27.11,24:56.79,53:09.54,294
10:24.83,14:20.29,17:19.39,15:27.73,24:57.81,53:11.77,293
10:25.26,14:20.87,17:20.20,15:28.36,24:58.84,53:14.01,292
10:25.70,14:21.45,17:21.00,15:28.99,24:59.87,53:16.24,291
10:26.14,14:22.03,17:21.81,15:29.63,25:00.90,53:18.49,290
10:26.57,14:22.62,17:22.62,15:30.26,25:01.94,53:20.73,289
10:27.01,14:23.20,17:23.43,15:30.89,25:02.97,53:22.98,288
10:27.45,14:23.79,17:24.24,15:31.53,25:04.01,53:25.24,287
10:27.89,14:24.37,17:25.05,15:32.16,25:05.05,53:27.49,286
10:28.33,14:24.96,17:25.86,15:32.80,25:06.09,53:29.75,285
10:28.78,14:25.55,17:26.68,15:33.44,25:07.13,53:32.02,284
10:29.22,14:26.14,17:27.49,15:34.08,25:08.18,53:34.29,283
10:29.66,14:26.73,17:28.31,15:34.72,25:09.22,53:36.56,282
10:30.11,14:27.32,17:29.13,15:35.36,25:10.27,53:38.84,281
10:30.55,14:27.91,17:29.95,15:36.00,25:11.32,53:41.12,280
10:31.00,14:28.50,17:30.77,15:36.65,25:12.38,53:43.41,279
10:31.44,14:29.10,17:31.60,15:37.29,25:13.43,53:45.70,278
10:31.89,14:29.70,17:32.42,15:37.94,25:14.49,53:47.99,277
10:32.34,14:30.29,17:33.25,15:38.59,25:15.54,53:50.29,276
10:32.79,14:30.89,17:34.08,15:39.23,25:16.60,53:52.59,275
10:33.24,14:31.49,17:34.91,15:39.88,25:17.66,53:54.90,274
