100m,110mH,200m,300m,400m,400mH,4x100m,4x200m,4x400m,Points
16.89,21.93,34.75,57.76,1:22.19,1:34.76,1:12.21,2:34.92,5:51.23,259
16.90,21.94,34.77,57.80,1:22.24,1:34.82,1:12.26,2:35.03,5:51.48,258
16.91,21.96,34.79,57.83,1:22.30,1:34.89,1:12.31,2:35.14,5:51.72,257
,21.97,34.81,57.87,1:22.35,1:34.96,1:12.36,2:35.25,5:51.97,256
16.92,21.99,34.83,57.91,1:22.41,1:35.03,1:12.41,2:35.36,5:52.22,255
16.93,22.01,34.85,57.95,1:22.46,1:35.10,1:12.46,2:35.47,5:52.48,254
16.94,22.02,34.87,57.98,1:22.51,1:35.17,1:12.51,2:35.58,5:52.73,253
16.95,22.04,34.89,58.02,1:22.57,1:35.24,1:12.56,2:35.69,5:52.98,252
16.96,22.05,34.91,58.06,1:22.62,1:35.30,1:12.61,2:35.81,5:53.23,251
16.97,22.07,34.94,58.10,1:22.68,1:35.37,1:12.66,2:35.92,5:53.48,250
16.98,22.09,34.96,58.13,1:22.73,1:35.44,1:12.71,2:36.03,5:53.74,249
17.00,22.10,34.98,58.17,1:22.79,1:35.51,1:12.76,2:36.14,5:53.99,248
17.01,22.12,35.00,58.21,1:22.84,1:35.58,1:12.81,2:36.26,5:54.25,247
17.02,22.13,35.02,58.25,1:22.90,1:35.65,1:12.86,2:36.37,5:54.50,246
17.03,22.15,35.04,58.29,1:22.95,1:35.72,1:12.91,2:36.48,5:54.76,245
17.04,22.17,35.06,58.32,1:23.01,1:35.79,1:12.97,2:36.59,5:55.01,244
17.05,22.18,35.08,58.36,1:23.06,1:35.86,1:13.02,2:36.71,5:55.27,243
17.06,22.20,35.11,58.40,1:23.12,1:35.93,1:13.07,2:36.82,5:55.52,242
17.07,22.21,35.13,58.44,1:23.17,1:36.00,1:13.12,2:36.94,5:55.78,241
17.08,22.23,35.15,58.48,1:23.23,1:36.07,1:13.17,2:37.05,5:56.04,240
17.09,22.25,35.17,58.52,1:23.28,1:36.14,1:13.22,2:37.17,5:56.30,239
17.10,22.26,35.19,58.56,1:23.34,1:36.21,1:13.28,2:37.28,5:56.56,238
17.11,22.28,35.21,58.59,1:23.40,1:36.29,1:13.33,2:37.40,5:56.82,237
17.12,22.29,35.24,58.63,1:23.45,1:36.36,1:13.38,2:37.51,5:57.08,236
17.13,22.31,35.26,58.67,1:23.51,1:36.43,1:13.43,2:37.63,5:57.34,235
17.14,22.33,35.28,58.71,1:23.57,1:36.50,1:13.48,2:37.74,5:57.60,234
17.15,22.34,35.30,58.75,1:23.62,1:36.57,1:13.54,2:37.86,5:57.86,233
17.16,22.36,35.32,58.79,1:23.68,1:36.64,1:13.59,2:37.97,5:58.12,232
17.17,22.38,35.34,58.83,1:23.74,1:36.72,1:13.64,2:38.09,5:58.39,231
17.18,22.39,35.37,58.87,1:23.79,1:36.79,1:13.69,2:38.21,5:58.65,230
17.19,22.41,35.39,58.91,1:23.85,1:36.86,1:13.75,2:38.32,5:58.91,229
17.20,22.43,35.41,58.95,1:23.91,1:36.93,1:13.80,2:38.44,5:59.18,228
17.21,22.44,35.43,58.99,1:23.96,1:37.00,1:13.85,2:38.56,5:59.44,227
17.22,22.46,35.45,59.03,1:24.02,1:37.08,1:13.91,2:38.68,5:59.71,226
17.23,22.48,35.48,59.07,1:24.08,1:37.15,1:13.96,2:38.80,5:59.98,225
17.24,22.49,35.50,59.11,1:24.14,1:37.22,1:14.01,2:38.91,6:00.24,224
17.25,22.51,35.52,59.15,1:24.19,1:37.30,1:14.07,2:39.03,6:00.51,223
17.26,22.53,35.54,59.19,1:24.25,1:37.37,1:14.12,2:39.15,6:00.78,222
17.28,22.54,35.57,59.23,1:24.31,1:37.44,1:14.17,2:39.27,6:01.05,221
17.29,22.56,35.59,59.27,1:24.37,1:37.52,1:14.23,2:39.39,6:01.32,220
17.30,22.58,35.61,59.31,1:24.43,1:37.59,1:14.28,2:39.51,6:01.59,219
17.31,22.59,35.63,59.35,1:24.49,1:37.67,1:14.34,2:39.63,6:01.86,218
17.32,22.61,35.66,59.39,1:24.54,1:37.74,1:14.39,2:39.75,6:02.13,217
17.33,22.63,35.68,59.43,1:24.60,1:37.81,1:14.45,2:39.87,6:02.40,216
17.34,22.65,35.70,59.47,1:24.66,1:37.89,1:14.50,2:39.99,6:02.67,215
17.35,22.66,35.73,59.51,1:24.72,1:37.96,1:14.56,2:40.11,6:02.95,214
17.36,22.68,35.75,59.55,1:24.78,1:38.04,1:14.61,2:40.23,6:03.22,213
17.37,22.70,35.77,59.59,1:24.84,1:38.11,1:14.67,2:40.36,6:03.49,212
17.38,22.71,35.79,59.63,1:24.90,1:38.19,1:14.72,2:40.48,6:03.77,211
17.39,22.73,35.82,59.67,1:24.96,1:38.26,1:14.78,2:40.60,6:04.05,210
17.40,22.75,35.84,59.72,1:25.02,1:38.34,1:14.83,2:40.72,6:04.32,209
17.42,22.77,35.86,59.76,1:25.08,1:38.42,1:14.89,2:40.84,6:04.60,208
17.43,22.78,35.89,59.80,1:25.14,1:38.49,1:14.94,2:40.97,6:04.88,207
17.44,22.80,35.91,59.84,1:25.20,1:38.57,1:15.00,2:41.09,6:05.16,206
17.45,22.82,35.93,59.88,1:25.26,1:38.64,1:15.05,2:41.21,6:05.43,205
17.46,22.84,35.96,59.92,1:25.32,1:38.72,1:15.11,2:41.34,6:05.71,204
17.47,22.85,35.98,59.97,1:25.38,1:38.80,1:15.17,2:41.46,6:05.99,203
17.48,22.87,36.00,1:00.01,1:25.44,1:38.87,1:15.22,2:41.59,6:06.28,202
17.49,22.89,36.03,1:00.05,1:25.50,1:38.95,1:15.28,2:41.71,6:06.56,201
17.50,22.91,36.05,1:00.09,1:25.56,1:39.03,1:15.33,2:41.84,6:06.84,200
17.52,22.92,36.07,1:00.13,1:25.62,1:39.11,1:15.39,2:41.96,6:07.12,199
17.53,22.94,36.10,1:00.18,1:25.68,1:39.18,1:15.45,2:42.09,6:07.41,198
17.54,22.96,36.12,1:00.22,1:25.75,1:39.26,1:15.51,2:42.22,6:07.69,197
17.55,22.98,36.15,1:00.26,1:25.81,1:39.34,1:15.56,2:42.34,6:07.98,196
17.56,23.00,36.17,1:00.30,1:25.87,1:39.42,1:15.62,2:42.47,6:08.26,195
17.57,23.01,36.19,1:00.35,1:25.93,1:39.50,1:15.68,2:42.60,6:08.55,194
17.58,23.03,36.22,1:00.39,1:25.99,1:39.58,1:15.74,2:42.72,6:08.84,193
17.60,23.05,36.24,1:00.43,1:26.05,1:39.65,1:15.79,2:42.85,6:09.13,192
17.61,23.07,36.27,1:00.48,1:26.12,1:39.73,1:15.85,2:42.98,6:09.42,191
17.62,23.09,36.29,1:00.52,1:26.18,1:39.81,1:15.91,2:43.11,6:09.70,190
17.63,23.10,36.31,1:00.56,1:26.24,1:39.89,1:15.97,2:43.24,6:10.00,189
17.64,23.12,36.34,1:00.61,1:26.31,1:39.97,1:16.03,2:43.37,6:10.29,188
17.65,23.14,36.36,1:00.65,1:26.37,1:40.05,1:16.08,2:43.50,6:10.58,187
17.66,23.16,36.39,1:00.69,1:26.43,1:40.13,1:16.14,2:43.63,6:10.87,186
17.68,23.18,36.41,1:00.74,1:26.50,1:40.21,1:16.20,2:43.76,6:11.17,185
17.69,23.20,36.44,1:00.78,1:26.56,1:40.29,1:16.26,2:43.89,6:11.46,184
17.70,23.21,36.46,1:00.83,1:26.62,1:40.37,1:16.32,2:44.02,6:11.76,183
17.71,23.23,36.49,1:00.87,1:26.69,1:40.45,1:16.38,2:44.15,6:12.05,182
17.72,23.25,36.51,1:00.91,1:26.75,1:40.54,1:16.44,2:44.28,6:12.35,181
17.74,23.27,36.53,1:00.96,1:26.81,1:40.62,1:16.50,2:44.41,6:12.65,180
17.75,23.29,36.56,1:01.00,1:26.88,1:40.70,1:16.56,2:44.54,6:12.95,179
17.76,23.31,36.58,1:01.05,1:26.94,1:40.78,1:16.62,2:44.68,6:13.24,178
17.77,23.33,36.61,1:01.09,1:27.01,1:40.86,1:16.68,2:44.81,6:13.54,177
17.78,23.35,36.63,1:01.14,1:27.07,1:40.95,1:16.74,2:44.94,6:13.85,176
17.79,23.36,36.66,1:01.18,1:27.14,1:41.03,1:16.80,2:45.08,6:14.15,175
17.81,23.38,36.69,1:01.23,1:27.20,1:41.11,1:16.86,2:45.21,6:14.45,174
17.82,23.40,36.71,1:01.27,1:27.27,1:41.19,1:16.92,2:45.35,6:14.75,173
17.83,23.42,36.74,1:01.32,1:27.34,1:41.28,1:16.98,2:45.48,6:15.06,172
17.84,23.44,36.76,1:01.37,1:27.40,1:41.36,1:17.04,2:45.62,6:15.36,171
17.86,23.46,36.79,1:01.41,1:27.47,1:41.45,1:17.10,2:45.75,6:15.67,170
17.87,23.48,36.81,1:01.46,1:27.53,1:41.53,1:17.16,2:45.89,6:15.98,169
17.88,23.50,36.84,1:01.50,1:27.60,1:41.61,1:17.23,2:46.03,6:16.29,168
17.89,23.52,36.86,1:01.55,1:27.67,1:41.70,1:17.29,2:46.16,6:16.60,167
17.90,23.54,36.89,1:01.60,1:27.73,1:41.78,1:17.35,2:46.30,6:16.91,166
17.92,23.56,36.92,1:01.64,1:27.80,1:41.87,1:17.41,2:46.44,6:17.22,165
17.93,23.58,36.94,1:01.69,1:27.87,1:41.95,1:17.48,2:46.58,6:17.53,164
17.94,23.60,36.97,1:01.74,1:27.94,1:42.04,1:17.54,2:46.71,6:17.84,163
17.95,23.62,36.99,1:01.78,1:28.00,1:42.13,1:17.60,2:46.85,6:18.16,162
17.97,23.63,37.02,1:01.83,1:28.07,1:42.21,1:17.66,2:46.99,6:18.47,161
17.98,23.65,37.05,1:01.88,1:28.14,1:42.30,1:17.73,2:47.13,6:18.79,160
17.99,23.67,37.07,1:01.92,1:28.21,1:42.38,1:17.79,2:47.27,6:19.10,159
18.00,23.69,37.10,1:01.97,1:28.28,1:42.47,1:17.85,2:47.41,6:19.42,158
18.02,23.71,37.13,1:02.02,1:28.35,1:42.56,1:17.92,2:47.56,6:19.74,157
18.03,23.73,37.15,1:02.07,1:28.42,1:42.65,1:17.98,2:47.70,6:20.06,156
18.04,23.75,37.18,1:02.11,1:28.48,1:42.73,1:18.05,2:47.84,6:20.38,155
18.05,23.77,37.21,1:02.16,1:28.55,1:42.82,1:18.11,2:47.98,6:20.70,154
18.07,23.79,37.23,1:02.21,1:28.62,1:42.91,1:18.18,2:48.13,6:21.02,153
18.08,23.82,37.26,1:02.26,1:28.69,1:43.00,1:18.24,2:48.27,6:21.35,152
18.09,23.84,37.29,1:02.31,1:28.76,1:43.09,1:18.31,2:48.41,6:21.67,151
18.11,23.86,37.32,1:02.36,1:28.83,1:43.18,1:18.37,2:48.56,6:22.00,150
18.12,23.88,37.34,1:02.41,1:28.91,1:43.27,1:18.44,2:48.70,6:22.33,149
18.13,23.90,37.37,1:02.45,1:28.98,1:43.36,1:18.50,2:48.85,6:22.66,148
18.15,23.92,37.40,1:02.50,1:29.05,1:43.45,1:18.57,2:48.99,6:22.98,147
18.16,23.94,37.43,1:02.55,1:29.12,1:43.54,1:18.63,2:49.14,6:23.32,146
18.17,23.96,37.45,1:02.60,1:29.19,1:43.63,1:18.70,2:49.29,6:23.65,145
18.18,23.98,37.48,1:02.65,1:29.26,1:43.72,1:18.77,2:49.44,6:23.98,144
18.20,24.00,37.51,1:02.70,1:29.33,1:43.81,1:18.83,2:49.58,6:24.31,143
18.21,24.02,37.54,1:02.75,1:29.41,1:43.90,1:18.90,2:49.73,6:24.65,142
18.22,24.04,37.56,1:02.80,1:29.48,1:43.99,1:18.97,2:49.88,6:24.99,141
18.24,24.06,37.59,1:02.85,1:29.55,1:44.09,1:19.04,2:50.03,6:25.32,140
18.25,24.09,37.62,1:02.90,1:29.63,1:44.18,1:19.10,2:50.18,6:25.66,139
18.27,24.11,37.65,1:02.95,1:29.70,1:44.27,1:19.17,2:50.33,6:26.00,138
18.28,24.13,37.68,1:03.01,1:29.77,1:44.37,1:19.24,2:50.48,6:26.34,137
18.29,24.15,37.71,1:03.06,1:29.85,1:44.46,1:19.31,2:50.63,6:26.68,136
18.31,24.17,37.74,1:03.11,1:29.92,1:44.55,1:19.38,2:50.79,6:27.03,135
18.32,24.19,37.76,1:03.16,1:30.00,1:44.65,1:19.45,2:50.94,6:27.37,134
18.33,24.21,37.79,1:03.21,1:30.07,1:44.74,1:19.52,2:51.09,6:27.72,133
18.35,24.24,37.82,1:03.26,1:30.14,1:44.84,1:19.59,2:51.25,6:28.07,132
18.36,24.26,37.85,1:03.31,1:30.22,1:44.93,1:19.66,2:51.40,6:28.42,131
18.37,24.28,37.88,1:03.37,1:30.30,1:45.03,1:19.73,2:51.56,6:28.77,130
18.39,24.30,37.91,1:03.42,1:30.37,1:45.13,1:19.80,2:51.71,6:29.12,129
18.40,24.32,37.94,1:03.47,1:30.45,1:45.22,1:19.87,2:51.87,6:29.47,128
18.42,24.35,37.97,1:03.53,1:30.52,1:45.32,1:19.94,2:52.03,6:29.83,127
18.43,24.37,38.00,1:03.58,1:30.60,1:45.42,1:20.01,2:52.18,6:30.18,126
18.45,24.39,38.03,1:03.63,1:30.68,1:45.51,1:20.08,2:52.34,6:30.54,125
18.46,24.41,38.06,1:03.69,1:30.76,1:45.61,1:20.15,2:52.50,6:30.90,124
18.47,24.44,38.09,1:03.74,1:30.83,1:45.71,1:20.22,2:52.66,6:31.26,123
18.49,24.46,38.12,1:03.79,1:30.91,1:45.81,1:20.30,2:52.82,6:31.62,122
18.50,24.48,38.15,1:03.85,1:30.99,1:45.91,1:20.37,2:52.98,6:31.98,121
18.52,24.50,38.18,1:03.90,1:31.07,1:46.01,1:20.44,2:53.14,6:32.35,120
18.53,24.53,38.21,1:03.96,1:31.15,1:46.11,1:20.52,2:53.31,6:32.71,119
18.55,24.55,38.24,1:04.01,1:31.23,1:46.21,1:20.59,2:53.47,6:33.08,118
18.56,24.57,38.27,1:04.07,1:31.31,1:46.31,1:20.66,2:53.63,6:33.45,117
18.58,24.60,38.30,1:04.12,1:31.39,1:46.41,1:20.74,2:53.80,6:33.82,116
18.59,24.62,38.33,1:04.18,1:31.47,1:46.51,1:20.81,2:53.96,6:34.19,115
18.61,24.64,38.36,1:04.23,1:31.55,1:46.62,1:20.89,2:54.13,6:34.56,114
18.62,24.67,38.40,1:04.29,1:31.63,1:46.72,1:20.96,2:54.29,6:34.94,113
18.63,24.69,38.43,1:04.35,1:31.71,1:46.82,1:21.04,2:54.46,6:35.32,112
18.65,24.71,38.46,1:04.40,1:31.79,1:46.93,1:21.11,2:54.63,6:35.70,111
18.67,24.74,38.49,1:04.46,1:31.87,1:47.03,1:21.19,2:54.80,6:36.08,110
18.68,24.76,38.52,1:04.52,1:31.96,1:47.13,1:21.27,2:54.97,6:36.46,109
18.70,24.79,38.55,1:04.57,1:32.04,1:47.24,1:21.34,2:55.14,6:36.84,108
18.71,24.81,38.59,1:04.63,1:32.12,1:47.34,1:21.42,2:55.31,6:37.23,107
18.73,24.83,38.62,1:04.69,1:32.21,1:47.45,1:21.50,2:55.48,6:37.62,106
18.74,24.86,38.65,1:04.75,1:32.29,1:47.56,1:21.58,2:55.65,6:38.01,105
18.76,24.88,38.68,1:04.81,1:32.38,1:47.66,1:21.65,2:55.83,6:38.40,104
18.77,24.91,38.72,1:04.86,1:32.46,1:47.77,1:21.73,2:56.00,6:38.79,103
18.79,24.93,38.75,1:04.92,1:32.55,1:47.88,1:21.81,2:56.18,6:39.19,102
18.80,24.96,38.78,1:04.98,1:32.63,1:47.99,1:21.89,2:56.35,6:39.58,101
18.82,24.98,38.82,1:05.04,1:32.72,1:48.10,1:21.97,2:56.53,6:39.98,100
18.84,25.01,38.85,1:05.10,1:32.80,1:48.21,1:22.05,2:56.71,6:40.38,99
18.85,25.03,38.88,1:05.16,1:32.89,1:48.32,1:22.13,2:56.89,6:40.79,98
18.87,25.06,38.92,1:05.22,1:32.98,1:48.43,1:22.21,2:57.06,6:41.19,97
18.88,25.08,38.95,1:05.28,1:33.07,1:48.54,1:22.30,2:57.25,6:41.60,96
18.90,25.11,38.99,1:05.35,1:33.16,1:48.65,1:22.38,2:57.43,6:42.01,95
18.92,25.14,39.02,1:05.41,1:33.24,1:48.77,1:22.46,2:57.61,6:42.42,94
18.93,25.16,39.05,1:05.47,1:33.33,1:48.88,1:22.54,2:57.79,6:42.83,93
18.95,25.19,39.09,1:05.53,1:33.42,1:48.99,1:22.63,2:57.98,6:43.25,92
18.97,25.21,39.12,1:05.59,1:33.51,1:49.11,1:22.71,2:58.16,6:43.67,91
18.98,25.24,39.16,1:05.66,1:33.60,1:49.22,1:22.79,2:58.35,6:44.09,90
19.00,25.27,39.19,1:05.72,1:33.70,1:49.34,1:22.88,2:58.54,6:44.51,89
19.02,25.29,39.23,1:05.78,1:33.79,1:49.45,1:22.96,2:58.72,6:44.94,88
19.03,25.32,39.27,1:05.85,1:33.88,1:49.57,1:23.05,2:58.91,6:45.36,87
19.05,25.35,39.30,1:05.91,1:33.97,1:49.69,1:23.14,2:59.10,6:45.79,86
19.07,25.37,39.34,1:05.98,1:34.07,1:49.81,1:23.22,2:59.30,6:46.23,85
19.09,25.40,39.37,1:06.04,1:34.16,1:49.93,1:23.31,2:59.49,6:46.66,84
19.10,25.43,39.41,1:06.11,1:34.25,1:50.05,1:23.40,2:59.68,6:47.10,83
19.12,25.46,39.45,1:06.17,1:34.35,1:50.17,1:23.49,2:59.88,6:47.54,82
19.14,25.48,39.48,1:06.24,1:34.45,1:50.29,1:23.57,3:00.08,6:47.98,81
19.16,25.51,39.52,1:06.30,1:34.54,1:50.41,1:23.66,3:00.27,6:48.43,80
19.17,25.54,39.56,1:06.37,1:34.64,1:50.53,1:23.75,3:00.47,6:48.88,79
19.19,25.57,39.60,1:06.44,1:34.74,1:50.66,1:23.84,3:00.67,6:49.33,78
19.21,25.60,39.63,1:06.51,1:34.83,1:50.78,1:23.93,3:00.87,6:49.78,77
19.23,25.63,39.67,1:06.58,1:34.93,1:50.91,1:24.03,3:01.08,6:50.24,76
19.25,25.65,39.71,1:06.64,1:35.03,1:51.03,1:24.12,3:01.28,6:50.70,75
19.26,25.68,39.75,1:06.71,1:35.13,1:51.16,1:24.21,3:01.49,6:51.17,74
19.28,25.71,39.79,1:06.78,1:35.23,1:51.29,1:24.30,3:01.69,6:51.63,73
19.30,25.74,39.83,1:06.85,1:35.33,1:51.42,1:24.40,3:01.90,6:52.10,72
19.32,25.77,39.87,1:06.92,1:35.44,1:51.54,1:24.49,3:02.11,6:52.58,71
19.34,25.80,39.91,1:07.00,1:35.54,1:51.67,1:24.59,3:02.32,6:53.05,70
19.36,25.83,39.95,1:07.07,1:35.64,1:51.81,1:24.69,3:02.53,6:53.53,69
19.38,25.86,39.99,1:07.14,1:35.75,1:51.94,1:24.78,3:02.75,6:54.01,68
19.40,25.89,40.03,1:07.21,1:35.85,1:52.07,1:24.88,3:02.96,6:54.50,67
19.42,25.92,40.07,1:07.28,1:35.96,1:52.21,1:24.98,3:03.18,6:54.99,66
19.44,25.95,40.11,1:07.36,1:36.07,1:52.34,1:25.08,3:03.40,6:55.49,65
19.45,25.98,40.15,1:07.43,1:36.17,1:52.48,1:25.18,3:03.62,6:55.98,64
19.47,26.02,40.19,1:07.51,1:36.28,1:52.62,1:25.28,3:03.84,6:56.49,63
19.50,26.05,40.24,1:07.58,1:36.39,1:52.75,1:25.38,3:04.07,6:56.99,62
19.52,26.08,40.28,1:07.66,1:36.50,1:52.89,1:25.48,3:04.29,6:57.50,61
19.54,26.11,40.32,1:07.74,1:36.61,1:53.03,1:25.58,3:04.52,6:58.02,60
19.56,26.14,40.37,1:07.81,1:36.72,1:53.18,1:25.69,3:04.75,6:58.54,59
19.58,26.18,40.41,1:07.89,1:36.84,1:53.32,1:25.79,3:04.98,6:59.06,58
19.60,26.21,40.45,1:07.97,1:36.95,1:53.46,1:25.90,3:05.22,6:59.59,57
19.62,26.24,40.50,1:08.05,1:37.07,1:53.61,1:26.00,3:05.45,7:00.12,56
19.64,26.28,40.54,1:08.13,1:37.18,1:53.76,1:26.11,3:05.69,7:00.66,55
19.66,26.31,40.59,1:08.21,1:37.30,1:53.90,1:26.22,3:05.93,7:01.20,54
19.68,26.35,40.63,1:08.29,1:37.42,1:54.05,1:26.33,3:06.18,7:01.74,53
19.71,26.38,40.68,1:08.38,1:37.54,1:54.21,1:26.44,3:06.42,7:02.30,52
19.73,26.42,40.73,1:08.46,1:37.66,1:54.36,1:26.55,3:06.67,7:02.85,51
19.75,26.45,40.77,1:08.54,1:37.78,1:54.51,1:26.66,3:06.92,7:03.42,50
19.77,26.49,40.82,1:08.63,1:37.90,1:54.67,1:26.78,3:07.17,7:03.99,49
19.80,26.52,40.87,1:08.71,1:38.02,1:54.82,1:26.89,3:07.42,7:04.56,48
19.82,26.56,40.92,1:08.80,1:38.15,1:54.98,1:27.01,3:07.68,7:05.14,47
19.84,26.60,40.97,1:08.89,1:38.28,1:55.14,1:27.13,3:07.94,7:05.73,46
19.87,26.63,41.01,1:08.98,1:38.40,1:55.31,1:27.25,3:08.20,7:06.32,45
19.89,26.67,41.06,1:09.07,1:38.53,1:55.47,1:27.37,3:08.47,7:06.92,44
19.91,26.71,41.12,1:09.16,1:38.67,1:55.64,1:27.49,3:08.74,7:07.53,43
19.94,26.75,41.17,1:09.25,1:38.80,1:55.80,1:27.61,3:09.01,7:08.14,42
19.96,26.79,41.22,1:09.34,1:38.93,1:55.97,1:27.74,3:09.29,7:08.76,41
19.99,26.82,41.27,1:09.44,1:39.07,1:56.15,1:27.86,3:09.56,7:09.39,40
20.01,26.86,41.32,1:09.53,1:39.21,1:56.32,1:27.99,3:09.85,7:10.03,39
20.04,26.91,41.38,1:09.63,1:39.34,1:56.50,1:28.12,3:10.13,7:10.67,38
20.06,26.95,41.43,1:09.72,1:39.49,1:56.68,1:28.25,3:10.42,7:11.33,37
20.09,26.99,41.49,1:09.82,1:39.63,1:56.86,1:28.38,3:10.72,7:11.99,36
20.12,27.03,41.54,1:09.92,1:39.77,1:57.04,1:28.52,3:11.01,7:12.66,35
20.14,27.07,41.60,1:10.03,1:39.92,1:57.23,1:28.65,3:11.31,7:13.34,34
20.17,27.12,41.66,1:10.13,1:40.07,1:57.42,1:28.79,3:11.62,7:14.03,33
20.20,27.16,41.72,1:10.23,1:40.22,1:57.61,1:28.93,3:11.93,7:14.73,32
20.23,27.20,41.78,1:10.34,1:40.38,1:57.80,1:29.07,3:12.25,7:15.45,31
20.26,27.25,41.84,1:10.45,1:40.53,1:58.00,1:29.22,3:12.57,7:16.17,30
20.29,27.30,41.90,1:10.56,1:40.69,1:58.20,1:29.37,3:12.90,7:16.91,29
20.31,27.34,41.96,1:10.67,1:40.85,1:58.41,1:29.52,3:13.23,7:17.66,28
20.35,27.39,42.02,1:10.78,1:41.02,1:58.62,1:29.67,3:13.57,7:18.42,27
20.38,27.44,42.09,1:10.90,1:41.19,1:58.83,1:29.82,3:13.91,7:19.20,26
20.41,27.49,42.16,1:11.02,1:41.36,1:59.05,1:29.98,3:14.26,7:19.99,25
20.44,27.54,42.22,1:11.14,1:41.53,1:59.27,1:30.15,3:14.62,7:20.80,24
20.47,27.59,42.29,1:11.26,1:41.71,1:59.49,1:30.31,3:14.99,7:21.62,23
20.51,27.64,42.36,1:11.39,1:41.89,1:59.72,1:30.48,3:15.36,7:22.47,22
20.54,27.70,42.43,1:11.52,1:42.08,1:59.96,1:30.65,3:15.74,7:23.33,21
20.58,27.75,42.51,1:11.65,1:42.27,2:00.20,1:30.83,3:16.13,7:24.21,20
20.61,27.81,42.58,1:11.79,1:42.46,2:00.45,1:31.01,3:16.54,7:25.12,19
20.65,27.87,42.66,1:11.92,1:42.66,2:00.71,1:31.20,3:16.95,7:26.05,18
20.69,27.93,42.74,1:12.07,1:42.87,2:00.97,1:31.39,3:17.37,7:27.00,17
20.72,27.99,42.82,1:12.21,1:43.08,2:01.24,1:31.59,3:17.81,7:27.99,16
20.77,28.05,42.91,1:12.37,1:43.30,2:01.51,1:31.79,3:18.26,7:29.01,15
20.81,28.12,43.00,1:12.52,1:43.53,2:01.80,1:32.00,3:18.72,7:30.06,14
20.85,28.19,43.09,1:12.69,1:43.77,2:02.10,1:32.22,3:19.21,7:31.15,13
20.90,28.26,43.18,1:12.85,1:44.01,2:02.41,1:32.44,3:19.71,7:32.28,12
20.94,28.33,43.28,1:13.03,1:44.26,2:02.73,1:32.68,3:20.23,7:33.46,11
20.99,28.41,43.38,1:13.22,1:44.53,2:03.07,1:32.93,3:20.78,7:34.69,10
21.04,28.49,43.49,1:13.41,1:44.81,2:03.43,1:33.19,3:21.36,7:35.99,9
21.10,28.58,43.61,1:13.61,1:45.11,2:03.80,1:33.46,3:21.96,7:37.36,8
21.15,28.67,43.73,1:13.83,1:45.42,2:04.20,1:33.76,3:22.61,7:38.83,7
21.22,28.77,43.86,1:14.07,1:45.76,2:04.63,1:34.07,3:23.31,7:40.40,6
21.29,28.87,44.00,1:14.32,1:46.13,2:05.10,1:34.41,3:24.06,7:42.10,5
21.36,28.99,44.16,1:14.60,1:46.54,2:05.62,1:34.79,3:24.90,7:43.99,4
21.45,29.13,44.34,1:14.92,1:47.00,2:06.20,1:35.22,3:25.85,7:46.14,3
21.55,29.29,44.55,1:15.30,1:47.55,2:06.90,1:35.73,3:26.98,7:48.68,2
21.68,29.49,44.83,1:15.80,1:48.27,2:07.81,1:36.39,3:28.45,7:51.99,1
